id,x_studio_charge_name,x_studio_charge_group,x_active,x_studio_sequence,x_studio_rfq_charge_header_id/id,x_studio_structure_no,x_studio_basis,x_studio_percent,x_studio_amount,x_studio_company_id/id
import_rfq_charge_li_id_12630,BankCharge,Charges,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5711,1,Fixed Per Document,0.0,64.16666666666667,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12631,Clearing,Charges,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5712,2,Fixed Per Document,0.0,70.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12632,Freight & Ex work,Charges,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5713,3,Fixed Per Document,0.0,75.83333333333333,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12633,Insurance,Charges,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5714,4,Fixed Per Document,0.0,81.66666666666667,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12634,Misc,Charges,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5715,5,Fixed Per Document,0.0,87.5,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12635,Sup.Bank Charge,Charges,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5716,6,Fixed Per Document,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12636,Pallet Charges,Charges,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5717,7,Fixed Per Document,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12637,Document Charges,Charges,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5718,8,Fixed Per Document,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12638,Other,Charges,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5719,9,Fixed Per Document,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12639,CID,Duty,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5720,10,Percentage,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12640,EIC,Duty,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5721,11,Percentage,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12641,ESC,Duty,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5722,12,Percentage,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12642,Excise,Duty,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5723,13,Percentage,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12643,PAL,Duty,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5724,14,Percentage,0.0,952.875,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12644,RIDL,Duty,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5725,15,Percentage,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12645,SRL,Duty,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5726,16,Percentage,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12646,Surcharge,Duty,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5727,17,Percentage,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12647,NBT,Taxes,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5728,18,Percentage,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12648,NBT-N,Taxes,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5729,19,Percentage,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12649,VAT-on-Item,Taxes,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5730,20,Percentage,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12650,VAT-on-GL,Taxes,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5731,21,Percentage,0.0,3944.9024999999997,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12651,SSCL,Taxes,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5732,22,Percentage,0.0,547.903125,seed_master_data_and_settings.company_jinasena_agricultural_machinery
